,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,win_or_loss,points_per_poss,true_shooting_%,Off_reb_minus_TO,3-pointer,close,long-range,mid-range
1434,44,96,12,33,16,21,12,33,45,27,19,11,12,6,116,102.3,102.3,113.4,105.6,1,1,1.133919843597263,0.5511212466742683,0,34,27,0,30
1435,44,85,8,30,17,23,8,48,56,26,20,8,21,5,113,106.6,106.6,106.0,101.3,B2B,1,1.0600375234521575,0.5939865433137089,-13,30,31,1,18
1436,35,93,13,51,25,33,7,30,37,19,20,11,9,4,108,106.6,106.6,101.3,106.0,1,0,1.0131332082551596,0.5022321428571429,-2,50,17,1,19
1437,30,88,9,25,17,23,12,34,46,21,23,10,22,5,86,104.5,104.5,82.3,97.6,4IN5-B2B,0,0.8229665071770335,0.43823889115368936,-10,26,28,0,30
1438,38,89,6,21,20,27,14,45,59,26,20,13,19,9,102,104.5,104.5,97.6,82.3,1,1,0.9760765550239233,0.5055511498810468,-5,23,29,0,31
1439,52,99,14,34,15,18,15,31,46,38,26,10,12,2,133,100.8,100.8,131.9,119.0,B2B,1,1.3194444444444444,0.6219603441825664,3,32,26,0,26
1440,40,80,10,25,30,39,9,28,37,24,18,7,15,7,120,100.8,100.8,119.0,131.9,B2B,0,1.1904761904761905,0.6175380815150268,-6,24,31,0,19
1441,34,87,10,28,16,21,13,31,44,15,21,5,13,5,94,92.4,92.4,101.7,110.4,3IN4,0,1.0173160173160172,0.48836242726517043,0,29,25,0,25
1442,37,80,5,14,23,32,11,35,46,22,16,4,11,7,102,92.4,92.4,110.4,101.7,1,1,1.1038961038961037,0.5420918367346939,0,15,17,0,42
1443,37,86,8,20,24,31,12,37,49,20,19,11,17,10,106,102.5,102.5,103.5,94.7,1,1,1.0341463414634147,0.5319148936170213,-5,20,20,1,39
1444,32,86,11,28,22,23,9,35,44,20,22,7,19,4,97,102.5,102.5,94.7,103.5,1,0,0.9463414634146341,0.5045776113191843,-10,29,31,0,23
1445,44,89,5,17,15,19,11,29,40,25,19,5,13,6,108,96.5,96.5,111.9,120.2,1,0,1.1191709844559585,0.5546425636811833,-2,17,32,0,37
1446,44,98,11,26,17,22,18,32,50,24,14,7,11,4,116,96.5,96.5,120.2,111.9,1,1,1.2020725388601037,0.5386329866270431,7,26,22,1,42
1447,48,100,8,25,13,18,14,39,53,30,23,7,15,7,117,109.0,98.7,107.4,111.0,1,0,1.073394495412844,0.5420681986656782,-1,27,23,1,40
1448,44,98,16,43,17,25,8,40,48,24,23,7,12,3,121,109.0,98.7,111.0,107.4,3IN4-B2B,1,1.110091743119266,0.555045871559633,-4,43,22,0,21
1449,40,83,3,19,19,22,8,21,29,21,28,10,12,5,102,94.1,94.1,108.4,121.2,1,0,1.083953241232731,0.5502805351747949,-4,19,26,0,29
1450,38,80,13,26,25,33,16,31,47,21,21,7,20,3,114,94.1,94.1,121.2,108.4,3IN4,1,1.2114771519659935,0.6030469741853576,-4,25,22,1,18
1451,37,94,14,38,19,26,15,37,52,24,23,9,12,3,107,100.8,100.8,106.1,112.1,3IN4-B2B,0,1.0615079365079365,0.5073975720789075,3,41,11,0,31
1452,39,82,13,35,22,28,7,40,47,28,19,8,16,1,113,100.8,100.8,112.1,106.1,1,1,1.1210317460317463,0.5990245971162003,-9,35,23,0,20
1453,45,83,9,24,18,23,6,32,38,26,26,9,18,13,117,103.1,103.1,113.5,117.4,1,0,1.134820562560621,0.6282216494845361,-12,23,27,1,24
1454,40,89,9,28,32,44,18,30,48,31,13,8,15,5,121,103.1,103.1,117.4,113.5,3IN4,1,1.1736178467507274,0.5583241048357327,3,28,33,0,20
1455,32,77,12,29,29,35,6,33,39,11,21,7,12,3,105,97.7,97.7,107.5,105.5,1,1,1.074718526100307,0.5681818181818181,-6,30,10,0,35
1456,38,85,10,27,17,22,6,37,43,23,25,5,13,4,103,97.7,97.7,105.5,107.5,2,0,1.0542476970317298,0.5439374735952682,-7,28,21,1,31
1457,40,88,9,30,15,20,12,32,44,16,19,3,9,4,104,90.6,90.6,114.7,119.2,2,0,1.1479028697571745,0.5371900826446281,3,30,17,0,30
1458,37,84,5,17,12,22,9,33,42,18,16,4,15,6,91,97.4,97.4,93.5,107.8,2,0,0.9342915811088295,0.48569598633646455,-6,16,27,1,37
1459,38,83,10,31,19,22,7,39,46,20,19,10,13,6,105,97.4,97.4,107.8,93.5,1,1,1.0780287474332648,0.5664652567975831,-6,31,16,0,32
1460,27,78,7,27,25,28,7,26,33,17,19,8,14,4,86,94.8,94.8,90.8,119.3,3IN4-B2B,0,0.9071729957805907,0.4760850310008858,-7,25,17,1,26
1461,41,78,10,28,21,27,10,38,48,28,20,8,17,2,113,94.8,94.8,119.3,90.8,3IN4,1,1.1919831223628692,0.6286159323542502,-7,26,25,0,19
1462,31,75,6,17,16,20,8,35,43,18,13,2,21,6,84,94.8,94.8,88.6,110.7,3IN4-B2B,0,0.8860759493670886,0.5011933174224343,-13,18,15,0,39
1463,44,91,7,24,10,15,7,34,41,22,17,11,6,4,105,94.8,94.8,110.7,88.6,3IN4-B2B,1,1.1075949367088609,0.5379098360655739,1,24,16,1,44
1464,35,84,6,23,26,31,6,27,33,20,21,10,15,1,102,103.4,103.4,98.7,120.9,3IN4,0,0.9864603481624757,0.522326915198689,-9,24,25,0,26
1465,48,82,12,22,17,23,10,39,49,28,24,6,21,5,125,103.4,103.4,120.9,98.7,2,1,1.20889748549323,0.6784628745115067,-11,22,25,0,29
1466,41,84,16,40,13,18,12,37,49,20,19,3,17,0,111,94.9,94.9,116.9,109.6,2,1,1.1696522655426764,0.6037859007832898,-5,41,30,0,13
1467,39,86,12,31,14,28,13,29,42,23,20,9,11,7,104,94.9,94.9,109.6,116.9,2,0,1.095890410958904,0.5288852725793328,2,31,17,0,34
1468,35,82,13,33,15,18,3,35,38,20,20,7,10,3,98,94.6,94.6,103.5,110.9,2,0,1.035940803382664,0.5449288256227758,-7,33,20,0,25
1469,38,81,13,33,16,24,11,40,51,16,18,5,14,4,105,94.6,94.6,110.9,103.5,2,1,1.1099365750528543,0.573394495412844,-3,34,21,0,21
1470,52,82,7,17,26,35,9,35,44,29,25,9,16,11,137,103.8,103.8,132.0,107.9,3IN4-B2B,1,1.3198458574181118,0.7032854209445585,-7,20,31,0,22
1471,38,91,11,28,25,30,14,26,40,22,28,9,17,3,112,103.8,103.8,107.9,132.0,3IN4-B2B,0,1.0789980732177264,0.5374280230326296,-3,28,28,1,28
1472,41,92,10,26,5,10,16,26,42,22,19,7,22,1,97,97.6,97.6,99.4,124.0,4IN5-B2B,0,0.9938524590163936,0.5031120331950207,-6,27,32,0,26
1473,45,79,10,21,21,26,7,31,38,29,15,13,14,8,121,97.6,97.6,124.0,99.4,1,1,1.2397540983606556,0.6689517912428129,-7,22,25,0,28
1474,32,77,10,28,33,39,13,29,42,17,25,7,10,3,107,88.0,88.0,121.6,112.5,3IN4-B2B,1,1.215909090909091,0.5681818181818182,3,29,20,1,23
1475,35,84,10,26,19,24,16,30,46,22,27,4,13,3,99,88.0,88.0,112.5,121.6,3IN4-B2B,0,1.125,0.5234771573604061,3,27,17,0,36
1476,36,87,15,44,19,24,7,33,40,22,17,10,18,10,106,105.7,95.7,100.3,103.2,3IN4,0,1.0028382213812677,0.5432554325543255,-11,45,19,0,18
1477,43,88,7,23,16,19,8,38,46,25,18,11,19,4,109,105.7,95.7,103.2,100.3,B2B,1,1.0312204351939451,0.5655873806558738,-11,25,31,0,24
1478,40,87,5,19,18,20,8,37,45,21,18,8,12,4,103,98.3,98.3,104.8,96.7,1,1,1.0478128179043744,0.5375782881002088,-4,20,25,1,35
1479,32,76,13,34,18,21,7,35,42,19,19,8,22,7,95,98.3,98.3,96.7,104.8,1,0,0.9664292980671414,0.5572501173158142,-15,35,19,0,18
1480,35,84,10,29,22,28,8,38,46,22,13,4,13,0,102,97.6,97.6,104.5,109.6,2,0,1.0450819672131149,0.5294850498338871,-5,30,18,1,25
1481,37,88,16,52,17,20,9,36,45,24,21,9,11,3,107,97.6,97.6,109.6,104.5,1,1,1.096311475409836,0.5526859504132231,-2,52,10,1,21
1482,35,87,10,28,19,21,11,33,44,15,22,6,13,4,99,98.1,98.1,100.9,107.0,1,0,1.0091743119266057,0.5143391521197008,-2,28,29,0,20
1483,40,98,4,18,21,28,17,39,56,18,17,9,12,5,105,98.1,98.1,107.0,100.9,1,1,1.070336391437309,0.47588832487309646,5,18,32,1,34
1484,44,102,8,28,25,31,20,35,55,19,28,9,8,5,121,101.8,101.8,118.9,105.1,2,1,1.1886051080550097,0.5231753718436527,12,29,46,0,24
1485,37,82,7,21,26,33,6,34,40,16,24,4,16,4,107,101.8,101.8,105.1,118.9,1,0,1.0510805500982319,0.5542892664732698,-10,22,30,0,28
1486,49,92,19,38,23,28,12,34,46,31,26,7,20,2,140,109.6,99.3,127.7,123.2,1,1,1.2773722627737227,0.6710122699386504,-8,37,25,0,25
1487,50,99,12,29,23,26,11,32,43,29,25,9,12,5,135,109.6,99.3,123.2,127.7,1,0,1.2317518248175183,0.6111915972473742,-1,29,32,0,34
1488,34,88,7,28,15,21,20,41,61,17,21,6,16,11,90,90.4,90.4,99.5,102.9,3IN4-B2B,0,0.995575221238938,0.46277252159605103,4,29,31,0,22
1489,33,87,8,26,19,29,13,24,37,19,17,7,10,10,93,90.4,90.4,102.9,99.5,3IN4,1,1.0287610619469025,0.4661186848436247,3,28,30,0,25
1490,42,90,13,35,12,18,9,30,39,24,19,7,9,5,109,95.1,95.1,114.6,124.1,B2B,0,1.1461619348054681,0.5565767973856209,0,37,21,1,20
1491,41,84,10,24,26,29,11,36,47,20,23,6,11,1,118,95.1,95.1,124.1,114.6,3IN4-B2B,1,1.2407991587802314,0.6097560975609756,0,23,16,0,30
1492,49,80,10,26,12,18,9,35,44,31,23,9,12,7,120,90.7,90.7,132.3,104.8,1,1,1.3230429988974641,0.6824385805277525,-3,26,24,0,27
1493,33,74,6,17,23,32,7,23,30,16,18,6,12,3,95,90.7,90.7,104.8,132.3,1,0,1.0474090407938257,0.5392824704813806,-5,17,29,0,17
1494,36,85,5,28,19,28,11,30,41,19,17,8,13,0,96,97.5,97.5,98.5,115.9,1,0,0.9846153846153847,0.49321824907521583,-2,28,27,0,30
1495,46,99,5,22,16,17,19,41,60,22,19,8,13,4,113,97.5,97.5,115.9,98.5,3IN4,1,1.1589743589743589,0.5306160781367393,6,21,28,1,41
1496,40,93,5,27,21,25,9,40,49,26,23,7,16,10,106,106.2,106.2,99.8,104.5,3IN4,0,0.9981167608286252,0.5096153846153846,-7,30,28,0,32
1497,42,92,9,26,18,22,9,39,48,20,25,11,13,11,111,106.2,106.2,104.5,99.8,1,1,1.0451977401129944,0.5458300550747442,-4,27,36,0,28
1498,45,86,15,28,10,14,13,25,38,27,21,5,17,5,115,93.3,93.3,123.3,121.1,1,1,1.232583065380493,0.6239149305555556,-4,29,29,0,24
1499,43,80,5,11,22,28,8,26,34,25,15,13,11,1,113,93.3,93.3,121.1,123.3,3IN4,0,1.2111468381564845,0.612001733102253,-3,11,26,0,41
1500,42,84,11,28,15,16,10,39,49,28,19,7,15,10,110,93.1,93.1,118.1,93.4,3IN4,1,1.1815252416756177,0.6041300527240773,-5,28,32,0,18
1501,30,82,4,19,10,18,11,33,44,11,20,8,17,6,74,90.3,90.3,82.0,98.6,1,0,0.8194905869324474,0.4114768683274021,-6,23,22,0,30
1502,32,81,4,19,21,25,15,35,50,18,17,8,13,11,89,90.3,90.3,98.6,82.0,3IN4,1,0.9856035437430786,0.483695652173913,2,21,27,0,24
1503,43,81,6,19,20,31,8,27,35,21,17,10,8,3,112,92.6,92.6,120.9,115.5,2,1,1.2095032397408207,0.591715976331361,0,20,17,0,41
1504,41,79,11,28,14,16,9,31,40,27,25,4,17,5,107,92.6,92.6,115.5,120.9,3IN4,0,1.1555075593952484,0.6218038121803812,-8,27,20,1,26
1505,39,86,12,36,17,21,4,41,45,26,23,3,18,8,107,106.7,106.7,100.3,104.1,1,0,1.0028116213683225,0.5617387652246956,-14,37,27,0,21
1506,40,102,7,26,24,29,12,39,51,19,17,6,7,7,111,106.7,106.7,104.1,100.3,2,1,1.0402999062792877,0.48361798536075284,5,25,33,2,35
1507,42,88,6,25,14,20,10,37,47,28,23,7,16,4,104,102.2,102.2,101.7,125.2,2,0,1.0176125244618395,0.5371900826446281,-6,25,17,0,36
1508,44,89,16,38,24,36,10,32,42,31,15,9,11,2,128,102.2,102.2,125.2,101.7,3+,1,1.2524461839530332,0.6104540251812285,-1,38,25,0,14
1509,42,86,11,28,19,24,18,37,55,17,26,6,15,2,114,92.4,92.4,123.3,122.2,1,1,1.2337662337662336,0.5903065451532725,3,28,24,1,21
1510,39,74,11,22,22,25,6,42,48,24,22,2,15,6,111,93.7,93.7,118.5,110.0,1,1,1.1846318036286019,0.6529411764705882,-9,22,12,0,35
1511,34,84,13,34,22,29,7,28,35,23,19,8,7,2,103,93.7,93.7,110.0,118.5,1,0,1.0992529348986124,0.5322447292269532,0,32,18,1,28
1512,46,84,16,36,24,26,5,34,39,24,16,7,10,5,132,97.8,97.8,134.9,119.6,1,1,1.3496932515337423,0.6915339480301761,-5,37,16,0,30
1513,41,82,13,25,22,26,7,31,38,24,18,7,12,2,117,97.8,97.8,119.6,134.9,1,0,1.196319018404908,0.626070205479452,-5,29,16,0,36
1514,40,97,9,25,25,33,17,37,54,21,26,9,13,5,114,105.5,95.6,108.0,104.2,1,1,1.080568720379147,0.5111190817790531,4,25,28,0,40
1515,38,91,9,33,25,36,15,40,55,20,24,6,17,5,110,105.5,95.6,104.2,108.0,3IN4-B2B,0,1.0426540284360188,0.5147884687383002,-2,31,29,2,25
1516,40,100,13,44,13,21,21,28,49,25,20,8,10,4,106,95.6,95.6,110.9,122.4,1,0,1.108786610878661,0.4851702673013548,11,44,20,0,20
1517,47,93,8,27,15,18,12,36,48,31,18,6,11,4,117,95.6,95.6,122.4,110.9,1,1,1.2238493723849373,0.579667063020214,1,26,24,0,31
1518,37,86,6,23,22,26,7,34,41,21,21,7,21,3,102,108.2,108.2,94.2,111.8,1,0,0.9426987060998152,0.5233990147783252,-14,23,23,0,37
1519,51,97,4,16,15,24,14,38,52,32,14,11,15,6,121,108.2,108.2,111.8,94.2,1,1,1.1182994454713493,0.5624767571587951,-1,14,41,2,38
1520,41,86,11,33,13,18,14,34,48,23,21,5,16,5,106,91.6,91.6,115.8,96.1,1,1,1.1572052401746724,0.5643100511073254,-2,33,27,0,21
1521,33,71,6,15,16,28,5,28,33,18,18,10,13,4,88,91.6,91.6,96.1,115.8,3+,0,0.9606986899563319,0.528084493518963,-8,15,33,0,21
1522,29,87,5,23,28,34,18,28,46,13,27,12,16,5,91,94.9,94.9,95.9,115.9,1,0,0.9589041095890412,0.4462534327187132,2,27,27,0,23
1523,35,72,14,24,26,34,11,30,41,24,25,6,22,8,110,94.9,94.9,115.9,95.9,1,1,1.1591148577449948,0.6324747010119595,-11,26,16,0,23
1524,48,88,14,32,17,21,12,36,48,25,19,9,8,2,127,92.4,92.4,137.4,101.7,1,1,1.3744588744588744,0.6530234471410943,4,32,34,0,19
1525,35,77,5,24,19,25,7,30,37,17,17,6,13,6,94,92.4,92.4,101.7,137.4,1,0,1.0173160173160172,0.5340909090909091,-6,27,19,0,29
1526,42,79,11,28,14,20,10,26,36,19,22,6,13,3,109,87.8,87.8,124.1,127.5,3IN4,0,1.2414578587699316,0.6207289293849658,-3,29,18,0,30
1527,39,80,7,19,27,30,11,25,36,22,20,8,8,3,112,87.8,87.8,127.5,124.1,1,1,1.2756264236902048,0.6008583690987124,3,20,20,0,38
1528,45,92,10,25,19,28,14,33,47,22,20,8,11,3,119,98.0,98.0,121.5,117.4,3IN4,1,1.2142857142857142,0.5703604294478528,3,25,43,0,22
1529,46,92,8,27,15,18,12,29,41,25,22,9,12,5,115,98.0,98.0,117.4,121.5,1,0,1.173469387755102,0.5754603682946356,0,27,26,0,35
1530,37,92,4,24,14,19,15,29,44,25,17,7,15,2,92,98.0,98.0,93.9,125.6,1,0,0.9387755102040817,0.4583499402152252,0,24,18,0,43
1531,48,85,15,28,12,13,5,40,45,37,17,9,13,5,123,98.0,98.0,125.6,93.9,3+,1,1.2551020408163265,0.6779100529100529,-8,31,21,0,26
1532,29,73,10,32,24,27,7,32,39,18,19,8,18,2,92,96.6,96.6,95.3,111.8,2,0,0.9523809523809526,0.5419415645617343,-11,31,11,1,22
1533,42,84,10,25,14,15,4,36,40,24,18,11,14,1,108,96.6,96.6,111.8,95.3,1,1,1.1180124223602486,0.5960264900662252,-10,28,15,0,38
1534,39,86,13,40,16,20,8,33,41,22,19,13,17,5,107,101.4,101.4,105.6,93.7,1,1,1.0552268244575937,0.5643459915611815,-9,41,28,0,16
1535,37,85,8,26,13,14,10,37,47,26,17,8,22,4,95,101.4,101.4,93.7,105.6,1,0,0.9368836291913214,0.5210618692408951,-12,27,22,0,26
1536,40,95,11,28,21,27,13,32,45,25,19,13,15,5,112,106.4,106.4,105.3,104.4,3IN4-B2B,1,1.0526315789473684,0.5239520958083833,-2,28,36,0,30
1537,41,84,10,21,19,24,7,40,47,27,20,4,21,8,111,106.4,106.4,104.4,105.3,1,0,1.0432330827067668,0.5869289340101522,-14,20,24,1,32
1538,38,79,10,21,23,30,5,30,35,14,14,9,16,6,109,102.5,102.5,106.4,115.2,3IN4-B2B,0,1.0634146341463413,0.5911062906724511,-11,22,32,0,18
1539,50,106,8,27,10,13,17,34,51,24,23,10,14,5,118,102.5,102.5,115.2,106.4,2,1,1.151219512195122,0.5281059792337988,3,26,38,0,35
1540,39,85,13,29,14,17,11,32,43,26,26,8,21,3,105,101.0,91.4,104.0,110.9,3IN4-B2B,0,1.0396039603960396,0.5676903114186851,-10,30,16,0,22
1541,44,91,10,30,22,27,14,29,43,23,21,8,8,1,120,94.6,94.6,126.9,117.4,B2B,1,1.2684989429175475,0.583203732503888,6,33,38,0,13
1542,39,77,9,26,24,31,10,31,41,23,23,4,16,6,111,94.6,94.6,117.4,126.9,1,0,1.1733615221987315,0.6123124448367167,-6,29,25,0,17
1543,41,92,7,23,19,21,13,33,46,16,21,11,14,7,108,98.9,98.9,109.2,100.1,1,1,1.0920121334681496,0.5333860134334255,-1,23,25,0,42
1544,35,81,8,20,21,28,15,33,48,19,18,4,22,5,99,98.9,98.9,100.1,109.2,3IN4,0,1.0010111223458038,0.5304329189884269,-7,20,32,0,24
1545,54,95,16,32,7,10,16,28,44,30,11,6,15,5,131,95.2,95.2,137.6,129.2,1,1,1.3760504201680672,0.658953722334004,1,32,38,0,20
1546,52,93,16,38,3,5,10,23,33,36,14,10,11,5,123,95.2,95.2,129.2,137.6,1,0,1.292016806722689,0.6460084033613445,-1,40,32,0,20
1547,41,82,9,19,12,15,11,41,52,27,18,4,20,5,103,97.3,97.3,105.9,94.6,1,1,1.0585817060637204,0.5812641083521445,-9,19,20,0,41
1548,39,92,5,17,9,13,7,28,35,22,15,8,10,3,92,97.3,97.3,94.6,105.9,1,0,0.9455292908530318,0.47073270568972575,-3,17,23,1,48
1549,39,75,15,30,29,35,6,27,33,25,24,9,19,3,122,102.5,102.5,119.0,111.2,1,1,1.1902439024390243,0.6747787610619469,-13,31,26,0,15
1550,40,76,8,28,26,31,4,30,34,27,29,11,20,5,114,102.5,102.5,111.2,119.0,1,0,1.1121951219512196,0.6358768406961178,-16,28,21,1,19
1551,39,77,15,33,29,38,5,29,34,31,26,14,12,13,122,98.7,98.7,123.7,108.5,1,1,1.2360688956433636,0.6508749466495946,-7,35,15,0,18
1552,34,87,9,26,30,37,18,29,47,20,28,6,19,4,107,98.7,98.7,108.5,123.7,1,0,1.0840932117527864,0.518009295120062,-1,28,24,0,20
1553,45,75,12,25,20,27,8,35,43,27,23,8,21,3,122,97.0,97.0,125.8,109.3,1,1,1.2577319587628866,0.7021178637200737,-13,24,14,1,28
1554,38,82,6,27,24,32,12,22,34,22,21,11,13,0,106,97.0,97.0,109.3,125.8,1,0,1.0927835051546393,0.551623646960866,-1,27,26,0,27
1555,45,92,4,21,13,15,10,32,42,29,22,3,11,5,107,96.4,96.4,111.0,116.2,1,0,1.1099585062240662,0.5425963488843814,-1,19,21,2,45
1556,41,88,10,29,20,30,14,32,46,29,13,8,11,4,112,96.4,96.4,116.2,111.0,1,1,1.161825726141079,0.5533596837944664,3,29,18,0,33
1557,36,71,11,30,24,31,3,34,37,19,17,6,17,5,107,97.5,97.5,109.8,110.8,1,0,1.0974358974358975,0.6320888468809074,-14,30,9,1,26
1558,38,80,18,36,14,21,8,31,39,27,27,12,18,2,108,97.5,97.5,110.8,109.8,1,1,1.1076923076923075,0.6051098162259076,-10,36,18,0,22
1559,37,86,5,19,18,22,12,29,41,20,16,7,11,5,97,92.2,92.2,105.2,124.7,1,0,1.0520607375271152,0.5068979933110368,1,22,24,0,34
1560,48,95,8,19,11,13,13,30,43,25,18,4,9,8,115,92.2,92.2,124.7,105.2,1,1,1.2472885032537961,0.5708895949166005,4,21,27,0,40
1561,40,85,14,34,13,20,10,40,50,26,21,3,14,6,107,93.9,93.9,114.0,108.6,2,1,1.1395101171459,0.570362473347548,-4,34,25,0,23
1562,37,86,13,37,15,20,8,32,40,24,20,6,7,4,102,93.9,93.9,108.6,114.0,1,0,1.0862619808306708,0.5379746835443038,1,37,19,0,27
1563,35,73,17,31,29,37,8,29,37,28,18,7,7,6,116,86.8,86.8,133.7,115.2,3IN4-B2B,1,1.336405529953917,0.6496415770609318,1,32,19,0,15
1564,35,73,10,22,20,24,8,28,36,19,25,2,14,6,100,86.8,86.8,115.2,133.7,3IN4-B2B,0,1.152073732718894,0.5983724269985639,-6,23,23,0,26
1565,39,85,7,23,24,28,11,38,49,15,27,4,20,4,109,100.9,100.9,108.0,115.9,3IN4-B2B,0,1.0802775024777007,0.5600082203041513,-9,23,22,1,35
1566,39,86,9,25,30,38,11,27,38,27,21,15,10,8,117,100.9,100.9,115.9,108.0,3IN4,1,1.1595639246778988,0.5695093457943925,1,22,36,0,19
1567,39,97,12,37,19,22,17,28,45,23,22,8,12,4,109,99.0,99.0,110.1,126.2,3IN4-B2B,0,1.101010101010101,0.5108736407949006,5,37,22,0,27
1568,46,84,15,30,18,22,8,37,45,30,16,9,16,4,125,99.0,99.0,126.2,110.1,3IN4,1,1.2626262626262628,0.6671648163962425,-8,29,20,1,28
1569,46,87,13,31,25,35,10,30,40,28,22,10,12,3,130,102.8,102.8,126.5,110.9,3IN4-B2B,1,1.2645914396887161,0.634765625,-2,29,23,2,18
1570,40,83,6,24,28,36,12,31,43,20,23,7,19,8,114,102.8,102.8,110.9,126.5,1,0,1.1089494163424125,0.5766895993524889,-7,25,20,0,23
1571,37,94,8,22,20,26,12,30,42,20,28,8,19,4,102,107.3,107.3,95.0,123.9,3IN4-B2B,0,0.9506057781919852,0.48368740515933234,-7,25,29,0,34
1572,42,85,18,36,31,39,16,39,55,27,23,8,21,4,133,107.3,107.3,123.9,95.0,1,1,1.2395153774464118,0.6509397024275646,-5,38,25,0,15
1573,32,82,3,23,13,18,11,29,40,16,16,8,15,5,80,92.7,92.7,86.3,120.8,1,0,0.8629989212513484,0.44483985765124556,-4,22,14,1,28
1574,42,71,13,30,15,23,3,34,37,20,24,6,16,4,112,93.4,93.4,119.9,111.3,3IN4,1,1.1991434689507494,0.6903353057199211,-13,33,19,0,14
1575,35,86,8,31,26,30,13,26,39,16,19,9,11,2,104,93.4,93.4,111.3,119.9,3IN4,0,1.113490364025696,0.5241935483870968,2,31,26,1,22
1576,35,84,10,25,9,13,9,26,35,22,24,7,18,2,89,96.1,96.1,92.7,121.8,1,0,0.9261186264308013,0.49598751671868035,-9,25,21,1,33
1577,44,81,6,24,23,26,10,36,46,27,14,11,15,4,117,96.1,96.1,121.8,92.7,1,1,1.2174817898022894,0.6328429251406318,-5,24,22,0,29
1578,33,91,6,29,18,22,21,25,46,17,16,11,11,1,90,89.7,89.7,100.3,104.8,1,0,1.0033444816053512,0.4469606674612634,10,30,26,0,34
1579,34,68,9,14,17,21,5,39,44,18,19,5,20,8,94,89.7,89.7,104.8,100.3,1,1,1.0479375696767002,0.6084930088037287,-15,16,18,0,32
1580,36,84,8,31,22,29,11,30,41,12,18,8,7,5,102,89.4,89.4,114.1,112.9,1,1,1.1409395973154361,0.5270773046713517,4,30,12,1,31
1581,38,75,8,16,17,25,6,32,38,18,18,4,11,5,101,89.4,89.4,112.9,114.1,3+,0,1.1297539149888143,0.5872093023255814,-5,17,12,0,36
1582,34,82,13,31,18,21,6,30,36,23,23,10,18,2,99,100.3,100.3,98.7,104.7,1,0,0.98703888334995,0.5425252082419991,-12,33,21,0,27
1583,35,78,11,31,24,27,8,38,46,23,18,11,20,5,105,100.3,100.3,104.7,98.7,1,1,1.0468594217347957,0.5841121495327103,-12,31,21,0,25
1584,41,86,12,33,11,17,9,42,51,24,21,9,19,5,105,100.5,100.5,104.5,98.5,1,1,1.044776119402985,0.5616174582798459,-10,33,35,0,12
1585,34,78,11,31,20,26,3,30,33,19,17,11,15,5,99,100.5,100.5,98.5,104.5,1,0,0.9850746268656716,0.5534436493738819,-12,31,21,0,25
1586,40,87,7,15,23,27,12,37,49,18,22,7,11,4,110,94.9,94.9,115.9,111.7,3IN4-B2B,1,1.1591148577449948,0.5562297734627832,1,17,21,0,45
1587,38,78,9,20,21,30,6,31,37,21,23,8,11,3,106,94.9,94.9,111.7,115.9,3IN4,0,1.1169652265542676,0.581140350877193,-5,21,21,0,35
1588,39,77,9,22,25,27,5,36,41,25,16,7,12,1,112,93.9,93.9,119.3,109.7,2,1,1.1927582534611287,0.6300630063006301,-7,23,18,1,27
1589,38,82,12,37,15,18,6,26,32,23,24,8,12,0,103,93.9,93.9,109.7,119.3,2,0,1.0969116080937167,0.5727313167259787,-6,37,17,0,24
1590,44,90,8,14,20,29,15,37,52,18,22,9,14,3,116,100.9,100.9,115.0,106.1,1,1,1.1496531219028743,0.5644219540677307,1,14,23,0,49
1591,39,83,6,22,23,27,6,31,37,14,25,7,15,7,107,100.9,100.9,106.1,115.0,3IN4,0,1.0604558969276512,0.5638701517706577,-9,22,23,0,32
1592,34,96,7,34,23,30,20,27,47,16,22,10,15,3,98,99.8,99.8,98.2,120.2,1,0,0.9819639278557114,0.44871794871794873,5,35,30,0,30
1593,42,73,13,21,23,28,6,34,40,27,24,4,23,9,120,99.8,99.8,120.2,98.2,2,1,1.2024048096192386,0.7032348804500704,-17,21,26,0,24
1594,34,78,7,21,14,19,12,32,44,17,18,4,17,1,89,89.6,89.6,99.3,113.8,3IN4-B2B,0,0.9933035714285715,0.51528485409912,-5,21,22,0,31
1595,40,79,6,21,16,16,5,28,33,26,17,9,11,2,102,89.6,89.6,113.8,99.3,3IN4,1,1.1383928571428572,0.5927475592747559,-6,22,23,0,28
1596,40,81,16,34,15,18,7,34,41,28,25,5,12,3,111,93.4,93.4,118.8,104.9,1,1,1.1884368308351176,0.6241565452091767,-5,34,15,1,20
1597,45,92,8,32,12,13,4,23,27,25,13,12,9,6,110,100.8,100.8,109.1,130.9,3IN4,0,1.0912698412698412,0.5628325828898895,-5,34,22,0,25
1598,48,88,24,40,12,16,14,38,52,34,14,6,22,2,132,100.8,100.8,130.9,109.1,3IN4,1,1.3095238095238095,0.6944444444444444,-8,42,30,0,9
1599,36,81,9,25,7,11,6,43,49,16,19,7,13,7,88,91.6,91.6,96.1,78.6,1,1,0.960698689956332,0.5125815470643057,-7,30,20,0,23
1600,28,87,4,23,12,18,12,37,49,14,11,5,11,4,72,91.6,91.6,78.6,96.1,1,0,0.7860262008733626,0.37926675094816686,1,24,28,0,26
